device_id,firmware_version,timestamp,error_code,severity,model,region
DEV_0269,10.3.0,2024-07-20 00:00:00,ERR_CRASH_104,medium,Roku Premiere,LATAM
DEV_0390,10.3.0,2024-08-01 00:00:00,ERR_BOOT_106,medium,Roku Streaming Stick+,LATAM
DEV_0163,10.3.0,2024-08-06 00:00:00,ERR_BOOT_103,medium,Roku Ultra,EU
DEV_0279,10.3.0,2024-07-03 00:00:00,ERR_STREAM_109,medium,Roku Ultra,APAC
DEV_0403,10.3.0,2024-07-03 00:00:00,ERR_BOOT_102,low,Roku TV,EU
DEV_0450,10.3.0,2024-08-18 00:00:00,ERR_CRASH_100,low,Roku TV,APAC
DEV_0188,10.3.0,2024-07-28 00:00:00,ERR_UPDATE_101,low,Roku Ultra,APAC
DEV_0162,10.3.0,2024-07-20 00:00:00,ERR_NETWORK_103,low,Roku Ultra,APAC
DEV_0204,10.3.0,2024-08-10 00:00:00,ERR_UPDATE_103,low,Roku Streaming Stick+,NA
DEV_0212,10.3.0,2024-08-05 00:00:00,ERR_UPDATE_101,medium,Roku Premiere,LATAM
DEV_0130,10.3.0,2024-08-04 00:00:00,ERR_BOOT_109,low,Roku Express,APAC
DEV_0252,10.3.0,2024-08-01 00:00:00,ERR_BOOT_103,low,Roku Ultra,EU
DEV_0182,10.3.0,2024-07-02 00:00:00,ERR_NETWORK_101,critical,Roku Express,APAC
DEV_0380,10.3.0,2024-08-03 00:00:00,ERR_UPDATE_101,medium,Roku Premiere,APAC
DEV_0464,10.3.0,2024-08-09 00:00:00,ERR_CRASH_105,low,Roku TV,NA
DEV_0365,10.3.0,2024-07-30 00:00:00,ERR_UPDATE_106,low,Roku TV,LATAM
DEV_0094,10.3.0,2024-07-03 00:00:00,ERR_CRASH_103,high,Roku Ultra,LATAM
DEV_0300,10.3.0,2024-08-14 00:00:00,ERR_STREAM_103,low,Roku TV,NA
DEV_0280,10.3.0,2024-08-11 00:00:00,ERR_UPDATE_101,medium,Roku TV,APAC
DEV_0056,10.3.0,2024-07-05 00:00:00,ERR_NETWORK_104,low,Roku TV,NA
DEV_0371,10.3.0,2024-07-11 00:00:00,ERR_NETWORK_107,medium,Roku Premiere,NA
DEV_0155,10.3.0,2024-07-02 00:00:00,ERR_CRASH_103,critical,Roku Premiere,NA
DEV_0395,10.3.0,2024-08-06 00:00:00,ERR_UPDATE_100,medium,Roku TV,NA
DEV_0387,10.3.0,2024-08-11 00:00:00,ERR_CRASH_104,critical,Roku Streaming Stick+,APAC
DEV_0473,10.3.0,2024-08-07 00:00:00,ERR_UPDATE_104,low,Roku Premiere,EU
DEV_0105,10.3.0,2024-07-22 00:00:00,ERR_CRASH_108,medium,Roku Streaming Stick+,APAC
DEV_0203,10.3.0,2024-08-07 00:00:00,ERR_NETWORK_107,low,Roku Premiere,NA
DEV_0283,10.3.0,2024-07-15 00:00:00,ERR_UPDATE_100,high,Roku TV,APAC
DEV_0419,10.3.0,2024-08-13 00:00:00,ERR_STREAM_106,medium,Roku Express,NA
DEV_0082,10.3.0,2024-07-27 00:00:00,ERR_BOOT_108,high,Roku TV,EU
DEV_0039,10.3.0,2024-07-15 00:00:00,ERR_CRASH_106,high,Roku Ultra,APAC
DEV_0106,10.3.0,2024-07-18 00:00:00,ERR_NETWORK_106,medium,Roku Ultra,LATAM
DEV_0049,10.3.0,2024-07-10 00:00:00,ERR_STREAM_105,low,Roku Ultra,NA
DEV_0472,10.3.0,2024-07-18 00:00:00,ERR_CRASH_104,low,Roku TV,EU
DEV_0497,10.3.0,2024-08-20 00:00:00,ERR_CRASH_103,low,Roku Streaming Stick+,EU
DEV_0232,10.3.0,2024-07-21 00:00:00,ERR_BOOT_107,low,Roku Express,EU
DEV_0360,10.3.0,2024-08-17 00:00:00,ERR_BOOT_109,high,Roku Streaming Stick+,EU
DEV_0049,10.3.0,2024-08-05 00:00:00,ERR_NETWORK_101,medium,Roku Streaming Stick+,APAC
DEV_0487,10.3.0,2024-07-06 00:00:00,ERR_CRASH_102,high,Roku Premiere,NA
DEV_0121,10.3.0,2024-07-17 00:00:00,ERR_BOOT_106,low,Roku Express,LATAM
DEV_0397,10.3.0,2024-08-10 00:00:00,ERR_NETWORK_108,low,Roku Express,LATAM
DEV_0291,10.3.0,2024-07-11 00:00:00,ERR_UPDATE_100,low,Roku Premiere,APAC
DEV_0311,10.3.0,2024-06-30 00:00:00,ERR_CRASH_107,medium,Roku Express,APAC
DEV_0416,10.3.0,2024-08-10 00:00:00,ERR_STREAM_106,low,Roku Express,LATAM
DEV_0108,10.3.0,2024-07-21 00:00:00,ERR_NETWORK_105,medium,Roku Premiere,APAC
DEV_0211,10.3.0,2024-08-06 00:00:00,ERR_CRASH_109,medium,Roku Premiere,APAC
DEV_0405,10.4.0,2024-07-31 00:00:00,ERR_STREAM_102,high,Roku Premiere,NA
DEV_0356,10.4.0,2024-09-06 00:00:00,ERR_STREAM_106,medium,Roku TV,LATAM
DEV_0111,10.4.0,2024-08-30 00:00:00,ERR_BOOT_104,medium,Roku Streaming Stick+,NA
DEV_0363,10.4.0,2024-08-21 00:00:00,ERR_BOOT_107,medium,Roku Ultra,EU
DEV_0495,10.4.0,2024-09-05 00:00:00,ERR_STREAM_108,medium,Roku Premiere,NA
DEV_0105,10.4.0,2024-08-31 00:00:00,ERR_UPDATE_103,medium,Roku TV,APAC
DEV_0414,10.4.0,2024-09-16 00:00:00,ERR_BOOT_105,critical,Roku TV,APAC
DEV_0257,10.4.0,2024-08-13 00:00:00,ERR_CRASH_101,medium,Roku Express,APAC
DEV_0245,10.4.0,2024-07-31 00:00:00,ERR_BOOT_109,low,Roku Express,EU
DEV_0442,10.4.0,2024-07-30 00:00:00,ERR_UPDATE_103,low,Roku Premiere,APAC
DEV_0380,10.4.0,2024-08-05 00:00:00,ERR_NETWORK_108,medium,Roku Ultra,NA
DEV_0454,10.4.0,2024-09-12 00:00:00,ERR_UPDATE_100,low,Roku Premiere,NA
DEV_0466,10.4.0,2024-07-31 00:00:00,ERR_STREAM_104,high,Roku TV,LATAM
DEV_0382,10.4.0,2024-09-15 00:00:00,ERR_STREAM_108,low,Roku Streaming Stick+,NA
DEV_0498,10.4.0,2024-08-09 00:00:00,ERR_CRASH_102,low,Roku Express,EU
DEV_0266,10.4.0,2024-09-08 00:00:00,ERR_UPDATE_106,medium,Roku Streaming Stick+,NA
DEV_0473,10.4.0,2024-09-11 00:00:00,ERR_CRASH_100,medium,Roku Ultra,APAC
DEV_0469,10.4.0,2024-08-31 00:00:00,ERR_NETWORK_100,high,Roku Premiere,APAC
DEV_0185,10.4.0,2024-08-08 00:00:00,ERR_CRASH_102,medium,Roku Premiere,LATAM
DEV_0086,10.4.0,2024-08-18 00:00:00,ERR_CRASH_106,low,Roku Express,APAC
DEV_0497,10.4.0,2024-08-22 00:00:00,ERR_CRASH_109,low,Roku Premiere,LATAM
DEV_0172,10.4.0,2024-08-22 00:00:00,ERR_NETWORK_102,critical,Roku Ultra,EU
DEV_0438,10.4.0,2024-08-24 00:00:00,ERR_UPDATE_100,high,Roku Streaming Stick+,LATAM
DEV_0198,10.4.0,2024-09-13 00:00:00,ERR_BOOT_100,high,Roku Ultra,EU
DEV_0137,10.4.0,2024-08-25 00:00:00,ERR_UPDATE_103,medium,Roku Express,LATAM
DEV_0378,10.4.0,2024-08-21 00:00:00,ERR_BOOT_102,low,Roku Streaming Stick+,LATAM
DEV_0226,10.4.0,2024-08-01 00:00:00,ERR_NETWORK_109,low,Roku Streaming Stick+,LATAM
DEV_0483,10.4.0,2024-09-14 00:00:00,ERR_CRASH_101,low,Roku Express,NA
DEV_0223,10.4.0,2024-08-05 00:00:00,ERR_BOOT_101,medium,Roku Streaming Stick+,LATAM
DEV_0344,10.4.0,2024-08-02 00:00:00,ERR_CRASH_106,high,Roku Ultra,NA
DEV_0389,10.4.0,2024-08-18 00:00:00,ERR_STREAM_104,medium,Roku Streaming Stick+,APAC
DEV_0290,10.4.0,2024-08-28 00:00:00,ERR_BOOT_104,medium,Roku TV,EU
DEV_0467,10.4.1,2024-09-21 00:00:00,ERR_CRASH_109,medium,Roku TV,APAC
DEV_0326,10.4.1,2024-09-02 00:00:00,ERR_CRASH_102,low,Roku Ultra,NA
DEV_0106,10.4.1,2024-09-21 00:00:00,ERR_UPDATE_101,low,Roku TV,APAC
DEV_0481,10.4.1,2024-08-26 00:00:00,ERR_UPDATE_109,medium,Roku Ultra,NA
DEV_0021,10.4.1,2024-09-20 00:00:00,ERR_BOOT_107,low,Roku TV,EU
DEV_0434,10.4.1,2024-09-26 00:00:00,ERR_BOOT_107,low,Roku Streaming Stick+,EU
DEV_0249,10.4.1,2024-10-05 00:00:00,ERR_BOOT_102,low,Roku Premiere,NA
DEV_0158,10.4.1,2024-09-19 00:00:00,ERR_BOOT_102,low,Roku TV,LATAM
DEV_0026,10.4.1,2024-10-02 00:00:00,ERR_NETWORK_108,low,Roku Express,LATAM
DEV_0301,10.4.1,2024-09-01 00:00:00,ERR_CRASH_103,high,Roku Premiere,APAC
DEV_0262,10.4.1,2024-09-17 00:00:00,ERR_UPDATE_108,high,Roku Ultra,LATAM
DEV_0107,10.4.1,2024-09-28 00:00:00,ERR_NETWORK_104,low,Roku Ultra,LATAM
DEV_0156,10.4.1,2024-09-26 00:00:00,ERR_CRASH_108,low,Roku Express,NA
DEV_0358,10.4.1,2024-10-08 00:00:00,ERR_UPDATE_101,low,Roku Express,APAC
DEV_0295,10.4.1,2024-09-08 00:00:00,ERR_CRASH_104,medium,Roku Premiere,NA
DEV_0468,10.4.1,2024-09-11 00:00:00,ERR_BOOT_101,medium,Roku Streaming Stick+,NA
DEV_0366,10.4.1,2024-09-03 00:00:00,ERR_CRASH_103,medium,Roku Express,NA
DEV_0273,10.4.1,2024-09-26 00:00:00,ERR_STREAM_100,low,Roku Ultra,NA
DEV_0357,10.4.1,2024-08-30 00:00:00,ERR_UPDATE_101,low,Roku Ultra,EU
DEV_0063,10.4.1,2024-08-30 00:00:00,ERR_UPDATE_105,low,Roku Streaming Stick+,NA
DEV_0057,10.4.1,2024-09-03 00:00:00,ERR_BOOT_103,medium,Roku Streaming Stick+,NA
DEV_0107,10.4.1,2024-09-23 00:00:00,ERR_CRASH_107,medium,Roku Premiere,EU
DEV_0217,10.4.1,2024-09-07 00:00:00,ERR_BOOT_100,critical,Roku Premiere,LATAM
DEV_0253,10.4.1,2024-09-18 00:00:00,ERR_BOOT_102,medium,Roku Ultra,EU
DEV_0430,10.4.1,2024-09-29 00:00:00,ERR_UPDATE_101,high,Roku Streaming Stick+,NA
DEV_0372,10.4.1,2024-09-24 00:00:00,ERR_UPDATE_102,medium,Roku Ultra,APAC
DEV_0432,10.4.1,2024-09-20 00:00:00,ERR_STREAM_102,high,Roku Streaming Stick+,NA
DEV_0112,10.4.1,2024-08-30 00:00:00,ERR_STREAM_105,medium,Roku Premiere,LATAM
DEV_0127,10.4.1,2024-09-05 00:00:00,ERR_STREAM_109,low,Roku Ultra,APAC
DEV_0133,10.4.1,2024-09-03 00:00:00,ERR_UPDATE_107,critical,Roku Ultra,APAC
DEV_0063,10.4.1,2024-10-07 00:00:00,ERR_UPDATE_109,medium,Roku TV,APAC
DEV_0210,10.4.1,2024-09-05 00:00:00,ERR_BOOT_102,medium,Roku Ultra,LATAM
DEV_0037,10.4.1,2024-08-31 00:00:00,ERR_CRASH_103,medium,Roku Express,APAC
DEV_0115,10.4.1,2024-10-02 00:00:00,ERR_BOOT_104,medium,Roku Ultra,NA
DEV_0442,10.4.1,2024-10-02 00:00:00,ERR_UPDATE_100,medium,Roku Streaming Stick+,LATAM
DEV_0221,10.4.1,2024-09-26 00:00:00,ERR_CRASH_105,medium,Roku Premiere,NA
DEV_0188,10.4.1,2024-09-16 00:00:00,ERR_BOOT_109,low,Roku Streaming Stick+,LATAM
DEV_0080,10.4.1,2024-09-15 00:00:00,ERR_BOOT_109,high,Roku Ultra,NA
DEV_0426,10.4.1,2024-10-13 00:00:00,ERR_NETWORK_104,critical,Roku Streaming Stick+,NA
DEV_0402,10.4.2,2024-09-08 00:00:00,ERR_CRASH_100,high,Roku Ultra,EU
DEV_0280,10.4.2,2024-09-15 00:00:00,ERR_STREAM_106,medium,Roku TV,EU
DEV_0105,10.4.2,2024-10-02 00:00:00,ERR_NETWORK_104,medium,Roku Premiere,APAC
DEV_0189,10.4.2,2024-09-23 00:00:00,ERR_UPDATE_102,high,Roku TV,APAC
DEV_0308,10.4.2,2024-10-16 00:00:00,ERR_BOOT_106,low,Roku Streaming Stick+,EU
DEV_0033,10.4.2,2024-09-06 00:00:00,ERR_STREAM_100,low,Roku Ultra,APAC
DEV_0342,10.4.2,2024-10-06 00:00:00,ERR_UPDATE_102,medium,Roku Express,NA
DEV_0321,10.4.2,2024-09-20 00:00:00,ERR_NETWORK_109,critical,Roku Express,EU
DEV_0208,10.4.2,2024-10-04 00:00:00,ERR_BOOT_107,high,Roku TV,NA
DEV_0334,10.4.2,2024-09-30 00:00:00,ERR_CRASH_102,medium,Roku Premiere,LATAM
DEV_0377,10.4.2,2024-09-01 00:00:00,ERR_BOOT_104,medium,Roku Premiere,EU
DEV_0310,10.4.2,2024-10-12 00:00:00,ERR_CRASH_102,medium,Roku Premiere,APAC
DEV_0160,10.4.2,2024-09-12 00:00:00,ERR_STREAM_102,high,Roku Ultra,LATAM
DEV_0110,10.4.2,2024-09-20 00:00:00,ERR_CRASH_108,medium,Roku Express,EU
DEV_0320,10.4.2,2024-10-11 00:00:00,ERR_NETWORK_108,low,Roku Premiere,LATAM
DEV_0344,10.4.2,2024-10-09 00:00:00,ERR_BOOT_100,critical,Roku Premiere,NA
DEV_0454,10.4.2,2024-09-27 00:00:00,ERR_NETWORK_100,medium,Roku Ultra,NA
DEV_0180,10.4.2,2024-10-10 00:00:00,ERR_STREAM_107,medium,Roku Ultra,NA
DEV_0418,10.4.2,2024-09-15 00:00:00,ERR_STREAM_102,low,Roku Premiere,EU
DEV_0303,10.4.2,2024-10-04 00:00:00,ERR_UPDATE_109,low,Roku Ultra,LATAM
DEV_0465,10.4.2,2024-09-11 00:00:00,ERR_STREAM_103,critical,Roku Streaming Stick+,NA
DEV_0463,10.4.2,2024-09-20 00:00:00,ERR_STREAM_109,medium,Roku TV,NA
DEV_0187,10.4.2,2024-09-19 00:00:00,ERR_CRASH_109,medium,Roku Ultra,APAC
DEV_0324,10.4.2,2024-09-24 00:00:00,ERR_UPDATE_109,medium,Roku Express,APAC
DEV_0285,10.4.2,2024-09-08 00:00:00,ERR_CRASH_106,low,Roku Streaming Stick+,APAC
DEV_0444,10.4.2,2024-09-25 00:00:00,ERR_UPDATE_105,low,Roku Premiere,EU
DEV_0117,10.4.2,2024-10-07 00:00:00,ERR_UPDATE_101,medium,Roku TV,LATAM
DEV_0157,10.4.2,2024-10-10 00:00:00,ERR_STREAM_103,low,Roku Premiere,EU
DEV_0343,10.4.2,2024-09-06 00:00:00,ERR_BOOT_104,medium,Roku Ultra,APAC
DEV_0137,10.4.2,2024-09-27 00:00:00,ERR_UPDATE_101,low,Roku Streaming Stick+,EU
DEV_0051,10.4.2,2024-09-16 00:00:00,ERR_STREAM_107,low,Roku Express,APAC
DEV_0459,10.4.2,2024-09-27 00:00:00,ERR_NETWORK_102,low,Roku TV,LATAM
DEV_0033,10.4.2,2024-09-22 00:00:00,ERR_STREAM_100,low,Roku Ultra,NA
DEV_0256,10.4.2,2024-09-19 00:00:00,ERR_STREAM_109,medium,Roku Express,EU
DEV_0493,10.4.2,2024-09-17 00:00:00,ERR_UPDATE_107,critical,Roku Express,NA
DEV_0030,10.4.2,2024-10-12 00:00:00,ERR_BOOT_100,high,Roku TV,NA
DEV_0221,10.4.2,2024-10-21 00:00:00,ERR_UPDATE_104,low,Roku Streaming Stick+,LATAM
DEV_0422,10.4.2,2024-09-24 00:00:00,ERR_BOOT_105,critical,Roku Express,EU
DEV_0445,10.4.2,2024-09-04 00:00:00,ERR_UPDATE_105,medium,Roku Premiere,EU
DEV_0355,10.4.2,2024-09-28 00:00:00,ERR_BOOT_104,high,Roku TV,LATAM
DEV_0084,10.4.2,2024-09-05 00:00:00,ERR_UPDATE_103,medium,Roku Express,LATAM
DEV_0343,10.4.2,2024-09-18 00:00:00,ERR_CRASH_104,low,Roku Express,EU
DEV_0451,10.4.2,2024-09-28 00:00:00,ERR_STREAM_101,low,Roku TV,NA
DEV_0481,10.4.2,2024-10-08 00:00:00,ERR_NETWORK_102,medium,Roku Premiere,EU
DEV_0399,10.4.2,2024-09-27 00:00:00,ERR_NETWORK_102,medium,Roku Ultra,EU
DEV_0091,10.4.2,2024-09-23 00:00:00,ERR_NETWORK_109,low,Roku Premiere,EU
DEV_0161,10.4.2,2024-09-04 00:00:00,ERR_UPDATE_104,low,Roku Premiere,NA
DEV_0013,10.4.2,2024-09-16 00:00:00,ERR_BOOT_109,medium,Roku Premiere,NA
DEV_0140,10.4.2,2024-10-03 00:00:00,ERR_STREAM_101,high,Roku TV,APAC
DEV_0316,10.4.2,2024-08-31 00:00:00,ERR_STREAM_100,high,Roku Premiere,LATAM
DEV_0344,10.4.2,2024-09-18 00:00:00,ERR_CRASH_108,low,Roku Express,LATAM
DEV_0037,10.4.2,2024-09-04 00:00:00,ERR_UPDATE_108,low,Roku Express,EU
DEV_0168,10.4.2,2024-10-04 00:00:00,ERR_BOOT_107,high,Roku Express,APAC
DEV_0379,10.4.2,2024-09-29 00:00:00,ERR_CRASH_109,low,Roku Ultra,APAC
DEV_0491,10.4.2,2024-09-06 00:00:00,ERR_CRASH_104,low,Roku Express,APAC
DEV_0261,10.4.2,2024-10-02 00:00:00,ERR_CRASH_109,critical,Roku Ultra,EU
DEV_0219,10.4.2,2024-10-19 00:00:00,ERR_UPDATE_102,low,Roku Express,EU
DEV_0287,10.4.2,2024-10-18 00:00:00,ERR_CRASH_109,medium,Roku TV,LATAM
DEV_0380,10.4.2,2024-09-02 00:00:00,ERR_STREAM_101,medium,Roku Streaming Stick+,EU
DEV_0323,10.4.2,2024-10-07 00:00:00,ERR_CRASH_102,low,Roku Express,NA
DEV_0167,10.4.2,2024-10-15 00:00:00,ERR_CRASH_105,medium,Roku Express,LATAM
DEV_0197,10.4.2,2024-09-04 00:00:00,ERR_STREAM_100,high,Roku Premiere,NA
DEV_0419,10.4.2,2024-10-09 00:00:00,ERR_CRASH_104,low,Roku Ultra,APAC
DEV_0280,10.4.2,2024-10-19 00:00:00,ERR_STREAM_101,medium,Roku TV,EU
DEV_0171,10.4.2,2024-08-31 00:00:00,ERR_NETWORK_101,medium,Roku TV,LATAM
DEV_0346,10.4.2,2024-09-22 00:00:00,ERR_STREAM_108,low,Roku Ultra,LATAM
DEV_0267,10.4.3,2024-09-22 00:00:00,ERR_CRASH_105,medium,Roku Express,LATAM
DEV_0210,10.4.3,2024-10-13 00:00:00,ERR_UPDATE_106,low,Roku Ultra,LATAM
DEV_0343,10.4.3,2024-09-29 00:00:00,ERR_STREAM_105,medium,Roku Ultra,APAC
DEV_0412,10.4.3,2024-09-23 00:00:00,ERR_UPDATE_105,medium,Roku TV,EU
DEV_0292,10.4.3,2024-09-24 00:00:00,ERR_UPDATE_106,medium,Roku Streaming Stick+,EU
DEV_0290,10.4.3,2024-10-20 00:00:00,ERR_BOOT_106,low,Roku Express,APAC
DEV_0123,10.4.3,2024-10-26 00:00:00,ERR_UPDATE_109,medium,Roku TV,APAC
DEV_0461,10.4.3,2024-09-23 00:00:00,ERR_CRASH_107,low,Roku Streaming Stick+,NA
DEV_0346,10.4.3,2024-10-27 00:00:00,ERR_CRASH_104,low,Roku Premiere,LATAM
DEV_0093,10.4.3,2024-10-05 00:00:00,ERR_STREAM_106,high,Roku TV,APAC
DEV_0032,10.4.3,2024-10-27 00:00:00,ERR_NETWORK_107,medium,Roku Premiere,NA
DEV_0255,10.4.3,2024-10-15 00:00:00,ERR_STREAM_101,medium,Roku Ultra,EU
DEV_0190,10.4.3,2024-09-18 00:00:00,ERR_STREAM_105,low,Roku Streaming Stick+,APAC
DEV_0476,10.4.3,2024-10-04 00:00:00,ERR_UPDATE_107,medium,Roku TV,APAC
DEV_0064,10.4.3,2024-10-07 00:00:00,ERR_NETWORK_105,low,Roku TV,LATAM
DEV_0284,10.4.3,2024-09-23 00:00:00,ERR_STREAM_102,low,Roku Streaming Stick+,EU
DEV_0062,10.4.3,2024-09-17 00:00:00,ERR_UPDATE_105,medium,Roku Premiere,LATAM
DEV_0177,10.4.3,2024-10-21 00:00:00,ERR_CRASH_100,low,Roku Streaming Stick+,NA
DEV_0156,10.4.3,2024-11-01 00:00:00,ERR_UPDATE_105,high,Roku Express,NA
DEV_0392,10.4.3,2024-10-04 00:00:00,ERR_UPDATE_103,high,Roku Ultra,LATAM
DEV_0137,10.4.3,2024-10-28 00:00:00,ERR_STREAM_106,medium,Roku TV,APAC
DEV_0076,10.4.3,2024-09-29 00:00:00,ERR_CRASH_103,low,Roku Express,LATAM
DEV_0205,10.4.3,2024-10-20 00:00:00,ERR_STREAM_104,medium,Roku TV,EU
DEV_0177,10.4.3,2024-10-12 00:00:00,ERR_STREAM_102,medium,Roku Streaming Stick+,NA
DEV_0225,10.4.3,2024-10-08 00:00:00,ERR_BOOT_100,medium,Roku Ultra,APAC
DEV_0475,10.4.3,2024-09-22 00:00:00,ERR_BOOT_103,medium,Roku TV,EU
DEV_0341,10.4.3,2024-10-05 00:00:00,ERR_BOOT_106,medium,Roku Premiere,EU
DEV_0373,10.4.3,2024-10-18 00:00:00,ERR_BOOT_102,medium,Roku Ultra,EU
DEV_0469,10.4.3,2024-09-23 00:00:00,ERR_STREAM_105,medium,Roku Express,LATAM
DEV_0106,10.4.3,2024-10-31 00:00:00,ERR_BOOT_105,low,Roku Premiere,EU
DEV_0304,10.4.3,2024-10-05 00:00:00,ERR_NETWORK_104,low,Roku Streaming Stick+,NA
DEV_0439,10.4.3,2024-09-26 00:00:00,ERR_STREAM_101,low,Roku Express,APAC
DEV_0396,10.4.3,2024-09-22 00:00:00,ERR_NETWORK_103,critical,Roku Express,LATAM
DEV_0182,10.4.3,2024-09-27 00:00:00,ERR_STREAM_104,medium,Roku TV,LATAM
DEV_0492,10.4.3,2024-10-27 00:00:00,ERR_UPDATE_101,medium,Roku Ultra,NA
DEV_0311,10.4.3,2024-10-19 00:00:00,ERR_BOOT_101,medium,Roku Express,LATAM
DEV_0013,10.4.3,2024-10-02 00:00:00,ERR_BOOT_105,medium,Roku Express,NA
DEV_0066,10.4.3,2024-11-02 00:00:00,ERR_CRASH_107,medium,Roku TV,EU
DEV_0455,10.4.3,2024-09-21 00:00:00,ERR_CRASH_109,critical,Roku Express,LATAM
DEV_0120,10.4.3,2024-10-02 00:00:00,ERR_NETWORK_105,critical,Roku Ultra,APAC
DEV_0417,10.4.3,2024-11-02 00:00:00,ERR_BOOT_106,low,Roku Ultra,EU
DEV_0044,10.4.3,2024-11-04 00:00:00,ERR_UPDATE_104,medium,Roku Streaming Stick+,LATAM
DEV_0042,10.4.3,2024-09-17 00:00:00,ERR_STREAM_104,low,Roku Ultra,LATAM
DEV_0222,10.4.3,2024-10-28 00:00:00,ERR_CRASH_105,low,Roku Streaming Stick+,LATAM
DEV_0119,10.4.3,2024-09-26 00:00:00,ERR_STREAM_109,low,Roku Premiere,LATAM
DEV_0189,10.4.4,2024-10-26 00:00:00,ERR_CRASH_108,medium,Roku Streaming Stick+,EU
DEV_0406,10.4.4,2024-10-23 00:00:00,ERR_CRASH_104,high,Roku Streaming Stick+,APAC
DEV_0047,10.4.4,2024-11-15 00:00:00,ERR_NETWORK_107,medium,Roku Premiere,NA
DEV_0290,10.4.4,2024-11-28 00:00:00,ERR_BOOT_107,medium,Roku Ultra,EU
DEV_0338,10.4.4,2024-11-23 00:00:00,ERR_NETWORK_104,critical,Roku Ultra,NA
DEV_0199,10.4.4,2024-10-12 00:00:00,ERR_UPDATE_107,low,Roku TV,LATAM
DEV_0395,10.4.4,2024-11-18 00:00:00,ERR_STREAM_108,low,Roku Streaming Stick+,NA
DEV_0315,10.4.4,2024-11-27 00:00:00,ERR_CRASH_107,low,Roku TV,NA
DEV_0364,10.4.4,2024-11-10 00:00:00,ERR_NETWORK_104,medium,Roku Premiere,NA
DEV_0231,10.4.4,2024-10-17 00:00:00,ERR_UPDATE_105,low,Roku Premiere,NA
DEV_0325,10.4.4,2024-10-20 00:00:00,ERR_NETWORK_107,high,Roku Premiere,EU
DEV_0071,10.4.4,2024-11-17 00:00:00,ERR_CRASH_102,low,Roku Express,EU
DEV_0398,10.4.4,2024-11-12 00:00:00,ERR_STREAM_109,medium,Roku TV,NA
DEV_0060,10.4.4,2024-11-14 00:00:00,ERR_CRASH_102,low,Roku Streaming Stick+,LATAM
DEV_0436,10.4.4,2024-10-23 00:00:00,ERR_CRASH_104,high,Roku TV,EU
DEV_0182,10.4.4,2024-11-13 00:00:00,ERR_BOOT_102,medium,Roku Premiere,EU
DEV_0356,10.4.4,2024-11-15 00:00:00,ERR_UPDATE_105,low,Roku TV,NA
DEV_0269,10.4.4,2024-11-15 00:00:00,ERR_BOOT_101,low,Roku Premiere,APAC
DEV_0155,10.4.4,2024-11-13 00:00:00,ERR_CRASH_101,high,Roku Ultra,APAC
DEV_0363,10.4.4,2024-10-27 00:00:00,ERR_STREAM_105,medium,Roku Express,LATAM
DEV_0393,10.4.4,2024-11-06 00:00:00,ERR_BOOT_100,medium,Roku Ultra,NA
DEV_0218,10.4.4,2024-10-15 00:00:00,ERR_UPDATE_101,low,Roku Express,APAC
DEV_0233,10.4.4,2024-11-21 00:00:00,ERR_UPDATE_104,high,Roku TV,APAC
DEV_0381,10.4.4,2024-10-18 00:00:00,ERR_STREAM_104,low,Roku Express,NA
DEV_0095,10.4.4,2024-11-05 00:00:00,ERR_UPDATE_105,high,Roku TV,NA
DEV_0051,10.4.4,2024-11-11 00:00:00,ERR_NETWORK_100,high,Roku Streaming Stick+,LATAM
DEV_0168,10.4.4,2024-11-06 00:00:00,ERR_NETWORK_102,low,Roku Express,APAC
DEV_0016,10.4.4,2024-11-24 00:00:00,ERR_UPDATE_103,low,Roku Ultra,LATAM
DEV_0301,10.4.4,2024-10-21 00:00:00,ERR_NETWORK_107,low,Roku Express,EU
DEV_0174,10.4.4,2024-11-24 00:00:00,ERR_CRASH_107,high,Roku Ultra,NA
DEV_0248,10.4.4,2024-11-26 00:00:00,ERR_UPDATE_100,medium,Roku TV,NA
DEV_0220,10.4.4,2024-10-22 00:00:00,ERR_CRASH_102,medium,Roku Ultra,EU
DEV_0218,10.4.4,2024-10-13 00:00:00,ERR_NETWORK_105,low,Roku Streaming Stick+,NA
DEV_0478,10.4.4,2024-10-27 00:00:00,ERR_BOOT_103,low,Roku Express,NA
DEV_0210,10.4.4,2024-11-04 00:00:00,ERR_STREAM_104,low,Roku Express,APAC
DEV_0368,10.4.4,2024-11-29 00:00:00,ERR_STREAM_103,low,Roku Express,LATAM
DEV_0077,10.4.4,2024-11-09 00:00:00,ERR_UPDATE_100,low,Roku TV,EU
DEV_0384,10.4.4,2024-12-01 00:00:00,ERR_CRASH_104,low,Roku Premiere,NA
DEV_0132,10.4.4,2024-11-02 00:00:00,ERR_CRASH_101,medium,Roku Premiere,EU
DEV_0117,10.4.4,2024-11-30 00:00:00,ERR_BOOT_101,low,Roku Express,LATAM
DEV_0308,10.4.4,2024-12-02 00:00:00,ERR_UPDATE_106,low,Roku Premiere,APAC
DEV_0185,10.4.4,2024-10-26 00:00:00,ERR_CRASH_104,high,Roku Streaming Stick+,APAC
DEV_0311,10.4.4,2024-11-08 00:00:00,ERR_UPDATE_104,low,Roku Express,EU
