firmware_version,days_since_release,error_count
10.109.4,28,2
10.109.4,29,2
10.109.4,31,3
10.109.4,32,1
10.109.4,33,5
10.109.4,34,2
10.109.4,35,2
10.109.4,36,1
10.109.4,37,3
10.109.4,40,1
10.109.4,41,2
10.109.4,42,1
10.109.4,43,1
10.109.4,44,2
10.109.5,0,1
10.109.5,1,1
10.109.5,2,1
10.109.5,3,1
10.109.5,4,2
10.109.5,5,2
10.109.5,6,2
10.109.5,8,2
10.109.5,9,2
10.109.5,10,2
10.109.5,11,4
10.109.5,13,1
10.109.5,14,3
10.109.5,15,2
10.109.5,17,4
10.109.5,18,1
10.109.5,20,2
10.109.5,21,2
10.109.5,22,2
10.109.5,23,1
10.109.5,24,1
10.109.5,25,3
10.109.5,26,1
10.109.5,27,2
10.109.5,28,2
10.109.5,29,1
10.109.5,30,5
10.109.5,31,1
10.109.5,32,1
10.109.5,34,2
10.109.5,37,1
10.109.5,38,1
10.109.5,40,1
10.109.5,41,1
10.109.6,0,1
10.109.6,2,2
10.109.6,4,2
10.109.6,6,3
10.109.6,8,2
10.109.6,9,2
10.109.6,10,2
10.109.6,11,2
10.109.6,12,1
10.109.6,14,2
10.109.6,15,1
10.109.6,18,2
10.109.6,19,3
10.109.6,21,1
10.109.6,22,2
10.109.6,23,1
10.109.6,24,2
10.109.6,26,2
10.109.6,27,4
10.109.6,28,4
10.109.6,29,3
10.109.6,32,1
10.109.6,34,1
10.109.6,36,5
10.109.6,39,1
10.109.6,40,2
10.109.6,41,4
10.109.6,42,1
10.109.6,43,2
10.109.6,44,1
10.109.7,1,1
10.109.7,2,1
10.109.7,5,1
10.109.7,6,1
10.109.7,7,3
10.109.7,10,1
10.109.7,12,1
10.109.7,13,1
10.109.7,15,2
10.109.7,16,1
10.109.7,18,1
10.109.7,20,2
10.109.7,21,2
10.109.7,22,1
10.109.7,23,1
10.109.7,24,1
10.109.7,27,2
10.109.7,29,1
10.109.7,31,2
10.109.7,34,1
10.109.7,35,1
10.109.7,38,1
10.109.7,42,1
10.109.7,44,3
10.11.0,0,3
10.11.0,1,1
10.11.0,3,2
10.11.0,4,1
10.11.0,5,2
10.11.0,6,2
10.11.0,10,2
10.11.0,11,1
10.11.0,12,1
10.11.0,14,2
10.11.0,15,3
10.11.0,16,1
10.11.0,19,3
10.11.0,22,1
10.11.0,25,2
10.11.0,26,1
10.11.0,27,1
10.11.0,29,1
10.11.0,30,1
10.11.0,31,1
10.11.0,32,2
10.11.0,33,1
10.11.0,34,2
10.11.0,35,2
10.11.0,36,1
10.11.0,37,2
10.11.0,39,2
10.11.0,40,1
10.11.0,41,3
10.11.0,43,1
10.11.1,0,3
10.11.1,1,1
10.11.1,3,1
10.11.1,4,1
10.11.1,5,1
10.11.1,20,1
10.11.1,22,2
10.11.1,23,2
10.11.1,24,3
10.11.1,26,1
10.11.1,30,1
10.11.1,31,1
10.11.1,34,1
10.11.1,35,1
10.11.1,37,2
10.11.1,44,1
10.11.2,1,1
10.11.2,2,1
10.11.2,4,1
10.11.2,6,1
10.11.2,8,1
10.11.2,10,2
10.11.2,12,2
10.11.2,13,1
10.11.2,14,1
10.11.2,18,2
10.11.2,19,3
10.11.2,20,1
10.11.2,21,1
10.11.2,22,3
10.11.2,23,1
10.11.2,24,2
10.11.2,26,2
10.11.2,27,1
10.11.2,28,1
10.11.2,30,2
10.11.2,31,3
10.11.2,33,3
10.11.2,34,2
10.11.2,35,1
10.11.2,36,2
10.11.2,37,1
10.11.2,38,1
10.11.2,39,1
10.11.2,40,2
10.11.2,41,1
10.11.2,42,3
10.11.2,43,4
10.11.2,44,3
10.110.0,0,1
10.110.0,1,1
10.110.0,2,1
10.110.0,3,1
10.110.0,4,2
10.110.0,5,1
10.110.0,8,2
10.110.0,9,1
10.110.0,12,3
10.110.0,13,4
10.110.0,14,1
10.110.0,15,2
10.110.0,16,2
10.110.0,17,1
10.110.0,18,1
10.110.0,19,1
10.110.0,20,1
10.110.0,22,1
10.110.0,23,1
10.110.0,25,1
10.110.0,26,1
10.110.0,27,1
10.110.0,28,1
10.110.0,32,1
10.110.0,34,3
10.110.0,35,1
10.110.0,36,3
10.110.0,38,2
10.110.0,39,2
10.110.0,40,4
10.110.0,42,1
10.110.0,43,1
10.110.1,0,1
10.110.1,1,1
10.110.1,3,1
10.110.1,4,2
10.110.1,7,2
10.110.1,8,1
10.110.1,9,2
10.110.1,11,1
10.110.1,12,1
10.110.1,13,2
10.110.1,15,1
10.110.1,16,2
10.110.1,18,1
10.110.1,19,2
10.110.1,20,1
10.110.1,21,1
10.110.1,22,3
10.110.1,25,1
10.110.1,26,1
10.110.1,28,1
10.110.1,29,1
10.110.1,31,1
10.110.1,32,1
10.110.1,33,4
10.110.1,34,1
10.110.1,36,1
10.110.1,37,2
10.110.1,39,1
10.110.1,41,1
10.110.1,44,1
10.110.10,1,1
10.110.10,3,1
10.110.10,6,1
10.110.10,7,1
10.110.10,9,1
10.110.10,11,1
10.110.10,14,1
10.110.10,15,3
10.110.10,16,1
10.110.10,18,4
10.110.10,21,2
10.110.10,24,2
10.110.10,25,2
10.110.10,26,1
10.110.10,30,2
10.110.10,31,1
10.110.10,32,1
10.110.10,34,1
10.110.10,36,2
10.110.10,38,1
10.110.10,39,3
10.110.10,41,2
10.110.11,1,2
10.110.11,3,1
10.110.11,7,3
10.110.11,11,1
10.110.11,16,2
10.110.11,17,3
10.110.11,18,1
10.110.11,20,1
10.110.11,22,2
10.110.11,27,1
10.110.11,28,1
10.110.11,29,3
10.110.11,33,2
10.110.11,34,1
10.110.11,35,1
10.110.11,36,3
10.110.11,37,3
10.110.11,38,1
10.110.11,40,2
10.110.11,41,2
10.110.11,42,1
10.110.11,44,1
10.110.2,2,1
10.110.2,3,3
10.110.2,4,1
10.110.2,5,2
10.110.2,6,3
10.110.2,7,1
10.110.2,10,2
10.110.2,13,1
10.110.2,14,1
10.110.2,15,4
10.110.2,16,1
10.110.2,18,1
10.110.2,19,2
10.110.2,20,1
10.110.2,21,2
10.110.2,22,1
10.110.2,23,2
10.110.2,24,2
10.110.2,25,1
10.110.2,26,2
10.110.2,28,1
10.110.2,31,1
10.110.2,32,1
10.110.2,36,1
10.110.2,37,2
10.110.2,39,1
10.110.2,40,1
10.110.2,42,2
10.110.3,2,1
10.110.3,3,1
10.110.3,4,1
10.110.3,8,1
10.110.3,9,1
10.110.3,11,1
10.110.3,13,3
10.110.3,14,2
10.110.3,15,1
10.110.3,16,1
10.110.3,18,1
10.110.3,23,2
10.110.3,24,1
10.110.3,25,1
10.110.3,27,4
10.110.3,29,2
10.110.3,31,2
10.110.3,32,1
10.110.3,33,2
10.110.3,37,1
10.110.3,40,1
10.110.3,41,1
10.110.3,42,1
10.110.3,43,1
10.110.3,44,1
10.110.4,0,1
10.110.4,1,1
10.110.4,3,4
10.110.4,4,2
10.110.4,5,2
10.110.4,6,1
10.110.4,7,2
10.110.4,9,1
10.110.4,10,4
10.110.4,11,1
10.110.4,12,2
10.110.4,13,2
10.110.4,14,3
10.110.4,16,1
10.110.4,18,1
10.110.4,19,2
10.110.4,20,1
10.110.4,22,3
10.110.4,23,1
10.110.4,24,2
10.110.4,25,2
10.110.4,26,2
10.110.4,27,1
10.110.4,28,2
10.110.4,29,2
10.110.4,30,1
10.110.4,31,1
10.110.4,33,3
10.110.4,34,2
10.110.4,35,2
10.110.4,36,2
10.110.4,37,2
10.110.4,38,2
10.110.4,39,2
10.110.4,40,4
10.110.4,41,2
10.110.4,42,2
10.110.4,43,1
10.110.5,2,1
10.110.5,3,2
10.110.5,5,2
10.110.5,6,2
10.110.5,7,1
10.110.5,8,1
10.110.5,9,2
10.110.5,10,2
10.110.5,11,1
10.110.5,12,3
10.110.5,14,2
10.110.5,17,1
10.110.5,18,1
10.110.5,19,2
10.110.5,21,1
10.110.5,23,1
10.110.5,24,1
10.110.5,25,1
10.110.5,27,1
10.110.5,29,3
10.110.5,30,1
10.110.5,31,2
10.110.5,32,1
10.110.5,33,1
10.110.5,35,2
10.110.5,36,3
10.110.5,37,1
10.110.5,39,4
10.110.5,40,1
10.110.5,41,2
10.110.5,42,3
10.110.5,43,1
10.110.5,44,1
10.110.6,1,1
10.110.6,5,1
10.110.6,8,1
10.110.6,11,1
10.110.6,12,1
10.110.6,13,1
10.110.6,15,1
10.110.6,16,1
10.110.6,18,3
10.110.6,19,1
10.110.6,20,2
10.110.6,24,1
10.110.6,25,2
10.110.6,26,2
10.110.6,29,2
10.110.6,30,2
10.110.6,31,1
10.110.6,32,1
10.110.6,37,1
10.110.6,38,1
10.110.6,43,2
10.110.6,44,1
10.110.7,0,2
10.110.7,1,1
10.110.7,2,3
10.110.7,3,1
10.110.7,4,2
10.110.7,5,1
10.110.7,7,3
10.110.7,8,1
10.110.7,10,2
10.110.7,11,3
10.110.7,12,2
10.110.7,13,2
10.110.7,14,1
10.110.7,15,3
10.110.7,17,1
10.110.7,18,3
10.110.7,20,1
10.110.7,21,3
10.110.7,23,3
10.110.7,24,2
10.110.7,26,2
10.110.7,28,1
10.110.7,29,1
10.110.7,30,4
10.110.7,31,1
10.110.7,32,1
10.110.7,33,2
10.110.7,34,2
10.110.7,36,1
10.110.7,37,1
10.110.7,38,5
10.110.7,39,1
10.110.7,40,2
10.110.7,41,1
10.110.7,42,1
10.110.7,43,2
10.110.7,44,3
10.110.8,0,1
10.110.8,1,1
10.110.8,2,2
10.110.8,3,1
10.110.8,4,2
10.110.8,5,2
10.110.8,8,3
10.110.8,9,2
10.110.8,12,2
10.110.8,13,1
10.110.8,14,1
10.110.8,15,3
10.110.8,17,2
10.110.8,18,2
10.110.8,19,1
10.110.8,21,2
10.110.8,22,3
10.110.8,23,1
10.110.8,24,1
10.110.8,26,2
10.110.8,27,1
10.110.8,28,2
10.110.8,29,1
10.110.8,30,1
10.110.8,31,1
10.110.8,34,1
10.110.8,35,1
10.110.8,36,1
10.110.8,38,2
10.110.8,39,1
10.110.8,41,2
10.110.8,42,1
10.110.8,43,1
10.110.9,4,3
10.110.9,6,1
10.110.9,7,1
10.110.9,9,1
10.110.9,11,1
10.110.9,13,1
10.110.9,14,2
10.110.9,15,1
10.110.9,17,2
10.110.9,19,1
10.110.9,23,2
10.110.9,24,2
10.110.9,25,1
10.110.9,27,1
10.110.9,28,2
10.110.9,32,1
10.110.9,35,2
10.110.9,36,1
10.110.9,37,2
10.110.9,39,1
10.110.9,42,2
10.110.9,43,2
10.110.9,44,1
10.111.0,2,1
10.111.0,4,1
10.111.0,5,1
10.111.0,6,3
10.111.0,8,1
10.111.0,9,1
10.111.0,11,1
10.111.0,12,1
10.111.0,14,1
10.111.0,15,3
10.111.0,16,2
10.111.0,17,2
10.111.0,18,1
10.111.0,20,1
10.111.0,21,1
10.111.0,23,2
10.111.0,24,2
10.111.0,25,2
10.111.0,26,1
10.111.0,30,1
10.111.0,31,2
10.111.0,32,1
10.111.0,33,3
10.111.0,35,1
10.111.0,36,2
10.111.0,37,3
10.111.0,38,1
10.111.0,40,2
10.111.0,41,2
10.111.0,42,1
10.111.0,44,1
10.111.1,0,2
10.111.1,1,1
10.111.1,4,3
10.111.1,6,1
10.111.1,9,2
10.111.1,10,3
10.111.1,11,2
10.111.1,12,3
10.111.1,13,2
10.111.1,14,2
10.111.1,15,5
10.111.1,16,3
10.111.1,18,1
10.111.1,19,1
10.111.1,21,2
10.111.1,22,1
10.111.1,23,1
10.111.1,24,1
10.111.1,27,1
10.111.1,28,2
10.111.1,29,4
10.111.1,30,1
10.111.1,31,3
10.111.1,32,1
10.111.1,34,3
10.111.1,35,1
10.111.1,37,1
10.111.1,38,1
10.111.1,39,1
10.111.1,40,1
10.111.1,42,3
10.111.1,43,4
10.111.1,44,1
10.111.2,0,2
10.111.2,1,2
10.111.2,2,3
10.111.2,3,2
10.111.2,5,2
10.111.2,6,1
10.111.2,7,3
10.111.2,8,1
10.111.2,9,2
10.111.2,10,3
10.111.2,11,5
10.111.2,13,1
10.111.2,14,3
10.111.2,15,1
10.111.2,16,2
10.111.2,17,2
10.111.2,20,1
10.111.2,21,1
10.111.2,22,3
10.111.2,23,1
10.111.2,24,1
10.111.2,25,3
10.111.2,26,1
10.111.2,27,1
10.111.2,28,3
10.111.2,29,4
10.111.2,32,2
10.111.2,34,2
10.111.2,35,5
10.111.2,37,1
10.111.2,39,3
10.111.2,41,2
10.111.2,42,3
10.111.3,0,1
10.111.3,1,2
10.111.3,3,1
10.111.3,4,1
10.111.3,5,2
10.111.3,8,2
10.111.3,9,1
10.111.3,12,2
10.111.3,14,2
10.111.3,15,2
10.111.3,16,2
10.111.3,18,1
10.111.3,19,3
10.111.3,20,2
10.111.3,21,1
10.111.3,23,2
10.111.3,24,2
10.111.3,25,2
10.111.3,28,1
10.111.3,29,1
10.111.3,31,2
10.111.3,32,1
10.111.3,33,2
10.111.3,37,3
10.111.3,38,1
10.111.3,39,2
10.111.3,41,3
10.111.3,42,2
10.111.3,44,2
10.111.4,0,1
10.111.4,1,3
10.111.4,4,1
10.111.4,5,1
10.111.4,7,2
10.111.4,8,2
10.111.4,13,2
10.111.4,14,1
10.111.4,16,2
10.111.4,19,1
10.111.4,21,2
10.111.4,22,3
10.111.4,23,2
10.111.4,27,2
10.111.4,30,1
10.111.4,31,1
10.111.4,32,1
10.111.4,33,1
10.111.4,35,1
10.111.4,36,4
10.111.4,37,3
10.111.4,38,1
10.111.4,39,1
10.111.4,41,2
10.111.4,43,1
10.111.5,1,1
10.111.5,2,3
10.111.5,3,2
10.111.5,4,1
10.111.5,5,1
10.111.5,7,2
10.111.5,8,2
10.111.5,9,2
10.111.5,11,1
10.111.5,12,1
10.111.5,16,1
10.111.5,18,2
10.111.5,19,3
10.111.5,20,1
10.111.5,21,1
10.111.5,22,1
10.111.5,23,1
10.111.5,24,2
10.111.5,25,3
10.111.5,26,2
10.111.5,28,4
10.111.5,30,5
10.111.5,31,1
10.111.5,32,1
10.111.5,34,1
10.111.5,35,2
10.111.5,36,1
10.111.5,38,3
10.111.5,39,1
10.111.5,40,2
10.111.5,41,1
10.111.5,42,3
10.111.5,43,1
10.111.5,44,2
10.111.6,0,2
10.111.6,1,3
10.111.6,3,1
10.111.6,4,3
10.111.6,5,1
10.111.6,6,2
10.111.6,7,3
10.111.6,8,1
10.111.6,9,3
10.111.6,10,2
10.111.6,11,4
10.111.6,13,1
10.111.6,14,3
10.111.6,15,1
10.111.6,19,1
10.111.6,20,1
10.111.6,22,2
10.111.6,24,2
10.111.6,26,1
10.111.6,28,1
10.111.6,30,3
10.111.6,31,1
10.111.6,32,1
10.111.6,33,1
10.111.6,34,2
10.111.6,35,2
10.111.6,40,3
10.111.6,42,1
10.111.6,43,3
10.111.6,44,1
10.111.7,0,4
10.111.7,2,1
10.111.7,3,1
10.111.7,4,3
10.111.7,7,1
10.111.7,8,3
10.111.7,9,1
10.111.7,10,1
10.111.7,11,4
10.111.7,12,1
10.111.7,15,2
10.111.7,20,2
10.111.7,21,1
10.111.7,22,2
10.111.7,23,2
10.111.7,27,1
10.111.7,29,3
10.111.7,30,1
10.111.7,31,2
10.111.7,32,2
10.111.7,33,1
10.111.7,35,2
10.111.7,36,3
10.111.7,37,1
10.111.7,38,1
10.111.7,39,1
10.111.7,40,2
10.111.7,41,1
10.111.7,43,1
10.111.7,44,2
10.111.8,1,3
10.111.8,2,1
10.111.8,3,1
10.111.8,4,1
10.111.8,7,3
10.111.8,8,1
10.111.8,10,2
10.111.8,11,3
10.111.8,12,1
10.111.8,13,2
10.111.8,15,1
10.111.8,17,1
10.111.8,18,1
10.111.8,19,1
10.111.8,20,2
10.111.8,22,3
10.111.8,23,1
10.111.8,24,4
10.111.8,28,2
10.111.8,29,1
10.111.8,30,1
10.111.8,31,3
10.111.8,32,1
10.111.8,35,3
10.111.8,36,2
10.111.8,37,1
10.111.8,40,5
10.111.8,41,2
10.111.8,42,1
10.111.8,43,4
10.111.8,44,2
10.112.0,0,1
10.112.0,1,1
10.112.0,3,1
10.112.0,4,2
10.112.0,6,1
10.112.0,8,1
10.112.0,13,1
10.112.0,16,2
10.112.0,17,1
10.112.0,18,2
10.112.0,19,2
10.112.0,20,1
10.112.0,21,2
10.112.0,22,1
10.112.0,26,3
10.112.0,27,1
10.112.0,30,1
10.112.0,31,1
10.112.0,32,2
10.112.0,33,1
10.112.0,35,1
10.112.0,36,1
10.112.0,37,2
10.112.0,38,1
10.112.0,39,1
10.112.0,41,1
10.112.0,44,4
10.112.1,3,1
10.112.1,4,1
10.112.1,6,1
10.112.1,7,2
10.112.1,12,1
10.112.1,15,2
10.112.1,17,1
10.112.1,18,1
10.112.1,19,4
10.112.1,20,3
10.112.1,21,2
10.112.1,22,2
10.112.1,25,1
10.112.1,26,2
10.112.1,28,1
10.112.1,29,1
10.112.1,34,1
10.112.1,35,1
10.112.1,36,3
10.112.1,37,3
10.112.1,38,1
10.112.1,40,1
10.112.1,41,1
10.112.2,2,2
10.112.2,3,1
10.112.2,6,2
10.112.2,7,1
10.112.2,9,1
10.112.2,10,2
10.112.2,11,2
10.112.2,15,1
10.112.2,17,1
10.112.2,18,1
10.112.2,19,2
10.112.2,20,1
10.112.2,21,1
10.112.2,22,1
10.112.2,24,1
10.112.2,25,1
10.112.2,26,2
10.112.2,27,1
10.112.2,29,1
10.112.2,31,2
10.112.2,32,2
10.112.2,35,1
10.112.2,36,2
10.112.2,38,1
10.112.2,39,1
10.112.2,42,2
10.112.2,43,1
10.112.2,44,1
10.113.0,0,1
10.113.0,1,2
10.113.0,2,4
10.113.0,3,2
10.113.0,5,2
10.113.0,6,1
10.113.0,7,1
10.113.0,8,2
10.113.0,10,1
10.113.0,12,1
10.113.0,13,1
10.113.0,14,1
10.113.0,15,2
10.113.0,16,1
10.113.0,18,2
10.113.0,19,1
10.113.0,20,1
10.113.0,21,3
10.113.0,23,1
10.113.0,24,3
10.113.0,25,1
10.113.0,26,1
10.113.0,29,3
10.113.0,30,4
10.113.0,35,4
10.113.0,36,1
10.113.0,37,1
10.113.0,39,3
10.113.0,43,1
10.113.0,44,1
10.113.1,0,3
10.113.1,3,2
10.113.1,4,2
10.113.1,5,2
10.113.1,7,1
10.113.1,9,2
10.113.1,13,3
10.113.1,14,1
10.113.1,20,1
10.113.1,22,2
10.113.1,23,1
10.113.1,25,1
10.113.1,27,1
10.113.1,29,1
10.113.1,30,2
10.113.1,31,2
10.113.1,32,2
10.113.1,33,1
10.113.1,34,2
10.113.1,36,1
10.113.1,39,1
10.113.1,41,1
10.113.1,42,1
10.113.1,44,1
10.113.2,1,1
10.113.2,3,1
10.113.2,4,2
10.113.2,5,1
10.113.2,6,1
10.113.2,7,2
10.113.2,9,1
10.113.2,10,1
10.113.2,12,1
10.113.2,13,1
10.113.2,14,2
10.113.2,16,1
10.113.2,18,2
10.113.2,19,1
10.113.2,20,3
10.113.2,21,2
10.113.2,22,1
10.113.2,23,1
10.113.2,25,1
10.113.2,26,1
10.113.2,27,1
10.113.2,28,2
10.113.2,29,3
10.113.2,30,1
10.113.2,31,2
10.113.2,32,1
10.113.2,34,1
10.113.2,35,1
10.113.2,36,3
10.113.2,38,2
10.113.2,42,2
10.113.2,44,1
10.113.3,0,1
10.113.3,1,1
10.113.3,3,2
10.113.3,5,2
10.113.3,6,3
10.113.3,8,2
10.113.3,11,2
10.113.3,12,1
10.113.3,13,2
10.113.3,14,4
10.113.3,15,2
10.113.3,18,2
10.113.3,20,4
10.113.3,21,1
10.113.3,23,1
10.113.3,24,2
10.113.3,25,2
10.113.3,26,1
10.113.3,27,2
10.113.3,28,3
10.113.3,30,2
10.113.3,32,1
10.113.3,35,3
10.113.3,36,1
10.113.3,38,3
10.113.3,39,2
10.113.3,40,2
10.113.3,41,1
10.113.3,43,1
10.113.4,0,3
10.113.4,1,4
10.113.4,2,1
10.113.4,3,2
10.113.4,4,1
10.113.4,5,2
10.113.4,6,4
10.113.4,8,2
10.113.4,9,2
10.113.4,10,1
10.113.4,12,2
10.113.4,13,1
10.113.4,16,1
10.113.4,17,3
10.113.4,18,2
10.113.4,20,4
10.113.4,21,1
10.113.4,23,2
10.113.4,24,1
10.113.4,26,4
10.113.4,27,1
10.113.4,28,2
10.113.4,29,2
10.113.4,32,3
10.113.4,33,1
10.113.4,34,1
10.113.4,35,2
10.113.4,36,4
10.113.4,37,2
10.113.4,38,2
10.113.4,39,3
10.113.4,41,1
10.113.4,42,3
10.113.4,43,1
10.113.4,44,2
10.113.5,0,1
10.113.5,1,1
10.113.5,2,1
10.113.5,4,1
10.113.5,5,1
10.113.5,6,2
10.113.5,8,1
10.113.5,9,3
10.113.5,10,3
10.113.5,11,1
10.113.5,12,1
10.113.5,14,2
10.113.5,15,1
10.113.5,17,3
10.113.5,18,3
10.113.5,19,1
10.113.5,21,2
10.113.5,22,1
10.113.5,26,1
10.113.5,27,2
10.113.5,28,1
10.113.5,29,1
10.113.5,30,2
10.113.5,31,1
10.113.5,33,1
10.113.5,34,6
10.113.5,35,2
10.113.5,36,1
10.113.5,38,2
10.113.5,39,1
10.113.5,40,1
10.113.5,42,2
10.113.5,43,2
10.113.5,44,3
10.113.6,0,2
10.113.6,4,1
10.113.6,5,1
10.113.6,7,1
10.113.6,8,3
10.113.6,10,4
10.113.6,11,3
10.113.6,12,3
10.113.6,14,2
10.113.6,15,1
10.113.6,17,1
10.113.6,19,2
10.113.6,20,1
10.113.6,21,4
10.113.6,22,3
10.113.6,23,4
10.113.6,24,1
10.113.6,25,1
10.113.6,26,3
10.113.6,27,1
10.113.6,28,1
10.113.6,30,1
10.113.6,32,2
10.113.6,33,1
10.113.6,34,1
10.113.6,35,1
10.113.6,36,1
10.113.6,37,2
10.113.6,38,2
10.113.6,39,5
10.113.6,40,2
10.113.6,41,4
10.113.6,42,1
10.113.6,43,1
10.114.0,0,2
10.114.0,1,1
10.114.0,2,3
10.114.0,3,1
10.114.0,4,1
10.114.0,6,1
10.114.0,7,1
10.114.0,9,1
10.114.0,10,1
10.114.0,12,3
10.114.0,13,1
10.114.0,15,1
10.114.0,16,1
10.114.0,18,3
10.114.0,19,1
10.114.0,20,4
10.114.0,21,4
10.114.0,22,4
10.114.0,23,1
10.114.0,26,3
10.114.0,27,1
10.114.0,28,1
10.114.0,30,3
10.114.0,31,1
10.114.0,32,1
10.114.0,34,2
10.114.0,35,4
10.114.0,38,1
10.114.0,39,1
10.114.0,40,1
10.114.0,42,3
10.114.1,1,1
10.114.1,2,1
10.114.1,3,1
10.114.1,6,3
10.114.1,7,2
10.114.1,8,1
10.114.1,13,1
10.114.1,14,2
10.114.1,15,1
10.114.1,20,2
10.114.1,21,1
10.114.1,23,3
10.114.1,24,1
10.114.1,25,1
10.114.1,26,1
10.114.1,27,1
10.114.1,28,1
10.114.1,30,1
10.114.1,32,2
10.114.1,33,3
10.114.1,34,1
10.114.1,38,2
10.114.1,40,2
10.114.1,41,1
10.114.1,43,1
10.114.1,44,1
10.114.2,0,1
10.114.2,1,1
10.114.2,2,1
10.114.2,4,1
10.114.2,5,2
10.114.2,7,1
10.114.2,8,1
10.114.2,9,1
10.114.2,12,1
10.114.2,14,1
10.114.2,16,1
10.114.2,17,2
10.114.2,19,1
10.114.2,23,1
10.114.2,25,2
10.114.2,26,1
10.114.2,27,2
10.114.2,30,2
10.114.2,32,1
10.114.2,33,2
10.114.2,37,1
10.114.2,38,1
10.114.2,41,1
10.114.2,42,2
10.114.2,43,2
10.114.2,44,1
10.115.0,1,3
10.115.0,2,2
10.115.0,8,2
10.115.0,10,1
10.115.0,11,2
10.115.0,12,1
10.115.0,13,1
10.115.0,14,1
10.115.0,15,1
10.115.0,18,2
10.115.0,22,1
10.115.0,24,1
10.115.0,25,1
10.115.0,27,2
10.115.0,29,1
10.115.0,34,1
10.115.0,35,1
10.115.0,38,2
10.115.0,39,1
10.115.0,40,2
10.115.0,41,1
10.115.0,42,2
10.115.0,43,2
10.115.0,44,1
10.115.1,0,1
10.115.1,2,3
10.115.1,3,2
10.115.1,4,2
10.115.1,5,2
10.115.1,6,2
10.115.1,7,2
10.115.1,8,3
10.115.1,12,2
10.115.1,13,2
10.115.1,14,5
10.115.1,18,1
10.115.1,19,3
10.115.1,20,1
10.115.1,21,2
10.115.1,22,1
10.115.1,28,4
10.115.1,29,2
10.115.1,31,1
10.115.1,33,1
10.115.1,34,2
10.115.1,35,2
10.115.1,37,2
10.115.1,38,1
10.115.1,40,1
10.115.1,42,2
10.115.1,43,2
10.115.1,44,1
10.116.0,0,3
10.116.0,2,2
10.116.0,3,1
10.116.0,4,1
10.116.0,5,1
10.116.0,7,1
10.116.0,8,1
10.116.0,9,1
10.116.0,10,1
10.116.0,11,1
10.116.0,12,3
10.116.0,13,1
10.116.0,14,2
10.116.0,15,1
10.116.0,16,1
10.116.0,17,1
10.116.0,18,3
10.116.0,20,1
10.116.0,21,3
10.116.0,22,2
10.116.0,23,2
10.116.0,25,1
10.116.0,26,1
10.116.0,27,3
10.116.0,28,3
10.116.0,29,1
10.116.0,32,1
10.116.0,33,1
10.116.0,34,3
10.116.0,35,3
10.116.0,36,2
10.116.0,37,1
10.116.0,38,1
10.116.0,40,1
10.116.0,43,1
10.116.0,44,1
10.116.1,0,1
10.116.1,1,1
10.116.1,2,1
10.116.1,3,1
10.116.1,4,1
10.116.1,5,1
10.116.1,6,2
10.116.1,7,2
10.116.1,8,2
10.116.1,10,1
10.116.1,11,1
10.116.1,13,1
10.116.1,14,1
10.116.1,15,1
10.116.1,17,1
10.116.1,18,1
10.116.1,20,1
10.116.1,21,3
10.116.1,23,1
10.116.1,25,2
10.116.1,26,1
10.116.1,27,1
10.116.1,28,1
10.116.1,29,3
10.116.1,30,1
10.116.1,31,1
10.116.1,32,2
10.116.1,33,2
10.116.1,36,3
10.116.1,39,1
10.116.1,40,2
10.116.1,41,1
10.116.1,43,1
10.116.1,44,1
10.116.2,0,1
10.116.2,1,2
10.116.2,3,2
10.116.2,5,2
10.116.2,6,3
10.116.2,7,1
10.116.2,8,3
10.116.2,9,2
10.116.2,10,3
10.116.2,11,1
10.116.2,13,3
10.116.2,14,5
10.116.2,15,1
10.116.2,16,2
10.116.2,17,3
10.116.2,18,1
10.116.2,19,1
10.116.2,20,4
10.116.2,21,2
10.116.2,22,1
10.116.2,24,1
10.116.2,25,4
10.116.2,27,1
10.116.2,28,2
10.116.2,30,1
10.116.2,31,2
10.116.2,32,1
10.116.2,33,4
10.116.2,35,1
10.116.2,36,5
10.116.2,37,1
10.116.2,38,1
10.116.2,42,1
10.116.2,44,1
10.117.0,0,2
10.117.0,1,2
10.117.0,3,2
10.117.0,4,1
10.117.0,5,3
10.117.0,6,2
10.117.0,7,1
10.117.0,8,1
10.117.0,9,1
10.117.0,10,2
10.117.0,15,2
10.117.0,16,3
10.117.0,18,1
10.117.0,19,4
10.117.0,20,2
10.117.0,21,2
10.117.0,23,1
10.117.0,24,5
10.117.0,25,4
10.117.0,27,1
10.117.0,29,3
10.117.0,30,1
10.117.0,31,3
10.117.0,32,1
10.117.0,33,1
10.117.0,34,2
10.117.0,36,3
10.117.0,37,2
10.117.0,39,1
10.117.0,40,1
10.117.0,41,2
10.117.0,43,2
10.117.1,0,3
10.117.1,1,3
10.117.1,2,1
10.117.1,3,2
10.117.1,4,1
10.117.1,5,2
10.117.1,6,3
10.117.1,7,2
10.117.1,8,1
10.117.1,9,2
10.117.1,12,1
10.117.1,13,1
10.117.1,14,1
10.117.1,15,5
10.117.1,16,2
10.117.1,17,2
10.117.1,19,1
10.117.1,23,2
10.117.1,25,2
10.117.1,26,2
10.117.1,27,2
10.117.1,30,4
10.117.1,31,3
10.117.1,32,1
10.117.1,33,2
10.117.1,34,2
10.117.1,35,2
10.117.1,38,2
10.117.1,39,2
